"item","id","resp","testlet","domain","subdomain"
MA2,240,0,MA,arithmetic,addition
MA2,563,0,MA,arithmetic,addition
MA2,307,0,MA,arithmetic,addition
MA2,609,0,MA,arithmetic,addition
MA2,468,0,MA,arithmetic,addition
MA2,273,0,MA,arithmetic,addition
MA2,63,0,MA,arithmetic,addition
MA2,325,0,MA,arithmetic,addition
MA2,516,0,MA,arithmetic,addition
MA2,14,0,MA,arithmetic,addition
MA2,422,0,MA,arithmetic,addition
MA2,446,0,MA,arithmetic,addition
MA2,383,0,MA,arithmetic,addition
MA2,396,0,MA,arithmetic,addition
MA2,77,0,MA,arithmetic,addition
MA2,320,0,MA,arithmetic,addition
MA2,344,0,MA,arithmetic,addition
MA2,561,0,MA,arithmetic,addition
MA2,46,0,MA,arithmetic,addition
MA2,109,0,MA,arithmetic,addition
MA2,654,0,MA,arithmetic,addition
MA2,565,0,MA,arithmetic,addition
MA2,531,0,MA,arithmetic,addition
MA2,522,0,MA,arithmetic,addition
MA2,657,0,MA,arithmetic,addition
MA2,291,0,MA,arithmetic,addition
MA2,347,0,MA,arithmetic,addition
MA2,197,0,MA,arithmetic,addition
MA2,177,0,MA,arithmetic,addition
MA2,401,0,MA,arithmetic,addition
MA2,386,0,MA,arithmetic,addition
MA2,644,0,MA,arithmetic,addition
MA2,361,0,MA,arithmetic,addition
MA2,557,0,MA,arithmetic,addition
MA2,662,0,MA,arithmetic,addition
MA2,27,0,MA,arithmetic,addition
MA2,203,0,MA,arithmetic,addition
MA2,17,0,MA,arithmetic,addition
MA2,45,0,MA,arithmetic,addition
MA2,115,0,MA,arithmetic,addition
MA2,639,0,MA,arithmetic,addition
MA2,251,0,MA,arithmetic,addition
MA2,343,0,MA,arithmetic,addition
MA2,437,0,MA,arithmetic,addition
MA2,85,0,MA,arithmetic,addition
MA2,664,0,MA,arithmetic,addition
MA2,427,0,MA,arithmetic,addition
MA2,379,0,MA,arithmetic,addition
MA2,389,0,MA,arithmetic,addition
MA2,610,0,MA,arithmetic,addition
MA2,464,0,MA,arithmetic,addition
MA2,180,0,MA,arithmetic,addition
MA2,201,0,MA,arithmetic,addition
MA2,261,0,MA,arithmetic,addition
MA2,538,0,MA,arithmetic,addition
MA2,421,0,MA,arithmetic,addition
MA2,596,0,MA,arithmetic,addition
MA2,310,0,MA,arithmetic,addition
MA2,526,0,MA,arithmetic,addition
MA2,414,0,MA,arithmetic,addition
MA2,62,0,MA,arithmetic,addition
MA2,252,0,MA,arithmetic,addition
MA2,619,0,MA,arithmetic,addition
MA2,620,0,MA,arithmetic,addition
MA2,370,0,MA,arithmetic,addition
MA2,299,0,MA,arithmetic,addition
MA2,104,0,MA,arithmetic,addition
MA2,576,0,MA,arithmetic,addition
MA2,217,0,MA,arithmetic,addition
MA2,366,0,MA,arithmetic,addition
MA2,86,0,MA,arithmetic,addition
MA2,476,0,MA,arithmetic,addition
MA2,229,0,MA,arithmetic,addition
MA2,206,0,MA,arithmetic,addition
MA2,575,0,MA,arithmetic,addition
MA2,559,0,MA,arithmetic,addition
MA2,405,0,MA,arithmetic,addition
MA2,651,0,MA,arithmetic,addition
MA2,534,0,MA,arithmetic,addition
MA2,244,0,MA,arithmetic,addition
MA2,176,0,MA,arithmetic,addition
MA2,289,0,MA,arithmetic,addition
MA2,535,0,MA,arithmetic,addition
MA2,653,0,MA,arithmetic,addition
MA2,402,0,MA,arithmetic,addition
MA2,130,0,MA,arithmetic,addition
MA2,292,0,MA,arithmetic,addition
MA2,568,0,MA,arithmetic,addition
MA2,441,0,MA,arithmetic,addition
MA2,98,0,MA,arithmetic,addition
MA2,641,0,MA,arithmetic,addition
MA2,357,0,MA,arithmetic,addition
MA2,269,0,MA,arithmetic,addition
MA2,337,0,MA,arithmetic,addition
MA2,412,0,MA,arithmetic,addition
MA2,601,0,MA,arithmetic,addition
MA2,22,0,MA,arithmetic,addition
MA2,6,0,MA,arithmetic,addition
MA2,154,0,MA,arithmetic,addition
MA2,400,0,MA,arithmetic,addition
MA2,548,0,MA,arithmetic,addition
MA2,125,0,MA,arithmetic,addition
MA2,158,0,MA,arithmetic,addition
MA2,511,0,MA,arithmetic,addition
MA2,9,0,MA,arithmetic,addition
MA2,151,0,MA,arithmetic,addition
MA2,525,0,MA,arithmetic,addition
MA2,448,0,MA,arithmetic,addition
MA2,453,0,MA,arithmetic,addition
MA2,425,0,MA,arithmetic,addition
MA2,546,0,MA,arithmetic,addition
MA2,294,0,MA,arithmetic,addition
MA2,591,0,MA,arithmetic,addition
MA2,258,0,MA,arithmetic,addition
MA2,592,0,MA,arithmetic,addition
MA2,574,0,MA,arithmetic,addition
MA2,636,0,MA,arithmetic,addition
MA2,515,0,MA,arithmetic,addition
MA2,590,0,MA,arithmetic,addition
MA2,586,0,MA,arithmetic,addition
MA2,329,0,MA,arithmetic,addition
MA2,295,0,MA,arithmetic,addition
MA2,439,0,MA,arithmetic,addition
MA2,593,0,MA,arithmetic,addition
MA2,482,0,MA,arithmetic,addition
MA2,226,0,MA,arithmetic,addition
MA2,169,0,MA,arithmetic,addition
MA2,146,0,MA,arithmetic,addition
MA2,139,0,MA,arithmetic,addition
MA2,166,0,MA,arithmetic,addition
MA2,339,0,MA,arithmetic,addition
MA2,171,0,MA,arithmetic,addition
MA2,34,0,MA,arithmetic,addition
MA2,58,0,MA,arithmetic,addition
MA2,388,0,MA,arithmetic,addition
MA2,397,0,MA,arithmetic,addition
MA2,498,0,MA,arithmetic,addition
MA2,643,0,MA,arithmetic,addition
MA2,7,0,MA,arithmetic,addition
MA2,159,0,MA,arithmetic,addition
MA2,111,0,MA,arithmetic,addition
MA2,306,0,MA,arithmetic,addition
MA2,602,0,MA,arithmetic,addition
MA2,447,0,MA,arithmetic,addition
MA2,632,0,MA,arithmetic,addition
MA2,580,0,MA,arithmetic,addition
MA2,496,0,MA,arithmetic,addition
MA2,368,0,MA,arithmetic,addition
MA2,121,0,MA,arithmetic,addition
MA2,83,0,MA,arithmetic,addition
MA2,408,0,MA,arithmetic,addition
MA2,161,0,MA,arithmetic,addition
MA2,71,0,MA,arithmetic,addition
MA2,259,0,MA,arithmetic,addition
MA2,82,0,MA,arithmetic,addition
MA2,74,0,MA,arithmetic,addition
MA2,480,0,MA,arithmetic,addition
MA2,103,0,MA,arithmetic,addition
MA2,377,0,MA,arithmetic,addition
MA2,656,0,MA,arithmetic,addition
MA2,96,0,MA,arithmetic,addition
MA2,212,0,MA,arithmetic,addition
MA2,598,0,MA,arithmetic,addition
MA2,200,0,MA,arithmetic,addition
MA2,220,0,MA,arithmetic,addition
MA2,387,0,MA,arithmetic,addition
MA2,367,0,MA,arithmetic,addition
MA2,182,0,MA,arithmetic,addition
MA2,128,0,MA,arithmetic,addition
MA2,445,0,MA,arithmetic,addition
MA2,30,0,MA,arithmetic,addition
MA2,8,0,MA,arithmetic,addition
MA2,395,0,MA,arithmetic,addition
MA2,279,0,MA,arithmetic,addition
MA2,616,0,MA,arithmetic,addition
MA2,241,0,MA,arithmetic,addition
MA2,47,0,MA,arithmetic,addition
MA2,424,0,MA,arithmetic,addition
MA2,490,0,MA,arithmetic,addition
MA2,246,0,MA,arithmetic,addition
MA2,112,0,MA,arithmetic,addition
MA2,444,0,MA,arithmetic,addition
MA2,76,0,MA,arithmetic,addition
MA2,129,0,MA,arithmetic,addition
MA2,382,0,MA,arithmetic,addition
MA2,514,0,MA,arithmetic,addition
MA2,298,0,MA,arithmetic,addition
MA2,280,0,MA,arithmetic,addition
MA2,483,0,MA,arithmetic,addition
MA2,232,0,MA,arithmetic,addition
MA2,26,0,MA,arithmetic,addition
MA2,499,0,MA,arithmetic,addition
MA2,528,0,MA,arithmetic,addition
MA2,322,0,MA,arithmetic,addition
MA2,84,0,MA,arithmetic,addition
MA2,584,0,MA,arithmetic,addition
MA2,313,0,MA,arithmetic,addition
MA2,585,0,MA,arithmetic,addition
MA2,188,0,MA,arithmetic,addition
MA2,192,0,MA,arithmetic,addition
MA2,358,0,MA,arithmetic,addition
MA2,376,0,MA,arithmetic,addition
MA2,615,0,MA,arithmetic,addition
MA2,281,0,MA,arithmetic,addition
MA2,135,0,MA,arithmetic,addition
MA2,235,0,MA,arithmetic,addition
MA2,126,0,MA,arithmetic,addition
MA2,204,0,MA,arithmetic,addition
MA2,228,0,MA,arithmetic,addition
MA2,544,0,MA,arithmetic,addition
MA2,52,0,MA,arithmetic,addition
MA2,595,0,MA,arithmetic,addition
MA2,155,0,MA,arithmetic,addition
MA2,630,0,MA,arithmetic,addition
MA2,371,0,MA,arithmetic,addition
MA2,89,0,MA,arithmetic,addition
MA2,123,0,MA,arithmetic,addition
MA2,341,0,MA,arithmetic,addition
MA2,278,0,MA,arithmetic,addition
MA2,41,0,MA,arithmetic,addition
MA2,28,0,MA,arithmetic,addition
MA2,628,0,MA,arithmetic,addition
MA2,362,0,MA,arithmetic,addition
MA2,75,0,MA,arithmetic,addition
MA2,435,0,MA,arithmetic,addition
MA3,380,0,MA,arithmetic,addition
MA3,410,0,MA,arithmetic,addition
MA3,347,0,MA,arithmetic,addition
MA3,590,0,MA,arithmetic,addition
MA3,614,0,MA,arithmetic,addition
MA3,490,0,MA,arithmetic,addition
MA3,121,0,MA,arithmetic,addition
MA3,415,0,MA,arithmetic,addition
MA3,452,0,MA,arithmetic,addition
MA3,370,0,MA,arithmetic,addition
MA3,457,0,MA,arithmetic,addition
MA3,4,0,MA,arithmetic,addition
MA3,570,0,MA,arithmetic,addition
MA3,451,0,MA,arithmetic,addition
MA3,100,0,MA,arithmetic,addition
MA3,343,0,MA,arithmetic,addition
MA3,169,0,MA,arithmetic,addition
MA3,412,0,MA,arithmetic,addition
MA3,38,0,MA,arithmetic,addition
MA3,152,0,MA,arithmetic,addition
MA3,125,0,MA,arithmetic,addition
MA3,94,0,MA,arithmetic,addition
MA3,538,0,MA,arithmetic,addition
MA3,550,0,MA,arithmetic,addition
MA3,467,0,MA,arithmetic,addition
MA3,354,0,MA,arithmetic,addition
MA3,376,0,MA,arithmetic,addition
MA3,3,0,MA,arithmetic,addition
MA3,442,0,MA,arithmetic,addition
MA3,625,0,MA,arithmetic,addition
MA3,511,0,MA,arithmetic,addition
MA3,383,0,MA,arithmetic,addition
MA3,345,0,MA,arithmetic,addition
MA3,7,0,MA,arithmetic,addition
MA3,26,0,MA,arithmetic,addition
MA3,203,0,MA,arithmetic,addition
MA3,588,0,MA,arithmetic,addition
MA3,214,0,MA,arithmetic,addition
MA3,505,0,MA,arithmetic,addition
MA3,641,0,MA,arithmetic,addition
MA3,527,0,MA,arithmetic,addition
MA3,266,0,MA,arithmetic,addition
MA3,575,0,MA,arithmetic,addition
MA3,76,0,MA,arithmetic,addition
MA3,90,0,MA,arithmetic,addition
MA3,84,0,MA,arithmetic,addition
MA3,395,0,MA,arithmetic,addition
MA3,499,0,MA,arithmetic,addition
MA3,561,0,MA,arithmetic,addition
MA3,186,0,MA,arithmetic,addition
MA3,419,0,MA,arithmetic,addition
MA3,340,0,MA,arithmetic,addition
MA3,137,0,MA,arithmetic,addition
MA3,139,0,MA,arithmetic,addition
MA3,557,0,MA,arithmetic,addition
MA3,223,0,MA,arithmetic,addition
MA3,99,0,MA,arithmetic,addition
MA3,264,0,MA,arithmetic,addition
MA3,222,0,MA,arithmetic,addition
MA3,163,0,MA,arithmetic,addition
MA3,128,0,MA,arithmetic,addition
MA3,325,0,MA,arithmetic,addition
MA3,558,0,MA,arithmetic,addition
MA3,153,0,MA,arithmetic,addition
MA3,454,0,MA,arithmetic,addition
MA3,22,0,MA,arithmetic,addition
MA3,294,0,MA,arithmetic,addition
MA3,281,0,MA,arithmetic,addition
MA3,180,0,MA,arithmetic,addition
MA3,77,0,MA,arithmetic,addition
MA3,9,0,MA,arithmetic,addition
MA3,283,0,MA,arithmetic,addition
MA3,253,0,MA,arithmetic,addition
MA3,536,0,MA,arithmetic,addition
MA3,151,0,MA,arithmetic,addition
MA3,525,0,MA,arithmetic,addition
MA3,242,0,MA,arithmetic,addition
MA3,135,0,MA,arithmetic,addition
MA3,655,0,MA,arithmetic,addition
MA3,595,0,MA,arithmetic,addition
MA3,358,0,MA,arithmetic,addition
MA3,275,0,MA,arithmetic,addition
MA3,149,0,MA,arithmetic,addition
MA3,304,0,MA,arithmetic,addition
MA3,244,0,MA,arithmetic,addition
MA3,528,0,MA,arithmetic,addition
MA3,81,0,MA,arithmetic,addition
MA3,529,0,MA,arithmetic,addition
MA3,466,0,MA,arithmetic,addition
MA3,377,0,MA,arithmetic,addition
MA3,104,0,MA,arithmetic,addition
MA3,310,0,MA,arithmetic,addition
MA3,286,0,MA,arithmetic,addition
MA3,198,0,MA,arithmetic,addition
MA3,314,0,MA,arithmetic,addition
MA3,424,0,MA,arithmetic,addition
MA3,426,0,MA,arithmetic,addition
MA3,315,0,MA,arithmetic,addition
MA3,602,0,MA,arithmetic,addition
MA3,160,0,MA,arithmetic,addition
MA3,346,0,MA,arithmetic,addition
MA3,388,0,MA,arithmetic,addition
MA3,72,0,MA,arithmetic,addition
MA3,69,0,MA,arithmetic,addition
MA3,548,0,MA,arithmetic,addition
MA3,425,0,MA,arithmetic,addition
MA3,130,0,MA,arithmetic,addition
MA3,522,0,MA,arithmetic,addition
MA3,182,0,MA,arithmetic,addition
MA3,196,0,MA,arithmetic,addition
MA3,144,0,MA,arithmetic,addition
MA3,653,0,MA,arithmetic,addition
MA3,74,0,MA,arithmetic,addition
MA3,288,0,MA,arithmetic,addition
MA3,290,0,MA,arithmetic,addition
MA3,628,0,MA,arithmetic,addition
MA3,337,0,MA,arithmetic,addition
MA3,312,0,MA,arithmetic,addition
MA3,240,0,MA,arithmetic,addition
MA3,446,0,MA,arithmetic,addition
MA3,166,0,MA,arithmetic,addition
MA3,603,0,MA,arithmetic,addition
MA3,537,0,MA,arithmetic,addition
MA3,651,0,MA,arithmetic,addition
MA3,70,0,MA,arithmetic,addition
MA3,482,0,MA,arithmetic,addition
MA3,400,0,MA,arithmetic,addition
MA3,226,0,MA,arithmetic,addition
MA3,57,0,MA,arithmetic,addition
MA3,5,0,MA,arithmetic,addition
MA3,361,0,MA,arithmetic,addition
MA3,631,0,MA,arithmetic,addition
MA3,171,0,MA,arithmetic,addition
MA3,565,0,MA,arithmetic,addition
MA3,255,0,MA,arithmetic,addition
MA3,543,0,MA,arithmetic,addition
MA3,447,0,MA,arithmetic,addition
MA3,485,0,MA,arithmetic,addition
MA3,596,0,MA,arithmetic,addition
MA3,23,0,MA,arithmetic,addition
MA3,292,0,MA,arithmetic,addition
MA3,132,0,MA,arithmetic,addition
MA3,632,0,MA,arithmetic,addition
MA3,664,0,MA,arithmetic,addition
MA3,258,0,MA,arithmetic,addition
MA3,504,0,MA,arithmetic,addition
MA3,344,0,MA,arithmetic,addition
MA3,193,0,MA,arithmetic,addition
MA3,47,0,MA,arithmetic,addition
MA3,518,0,MA,arithmetic,addition
MA3,79,0,MA,arithmetic,addition
MA3,251,0,MA,arithmetic,addition
MA3,293,0,MA,arithmetic,addition
MA3,98,0,MA,arithmetic,addition
MA3,262,0,MA,arithmetic,addition
MA3,356,0,MA,arithmetic,addition
MA3,609,0,MA,arithmetic,addition
MA3,86,0,MA,arithmetic,addition
MA3,238,0,MA,arithmetic,addition
MA3,619,0,MA,arithmetic,addition
MA3,567,0,MA,arithmetic,addition
MA3,177,0,MA,arithmetic,addition
MA3,32,0,MA,arithmetic,addition
MA3,269,0,MA,arithmetic,addition
MA3,470,0,MA,arithmetic,addition
MA3,371,0,MA,arithmetic,addition
MA3,559,0,MA,arithmetic,addition
MA3,50,0,MA,arithmetic,addition
MA3,544,0,MA,arithmetic,addition
MA3,178,0,MA,arithmetic,addition
MA3,586,0,MA,arithmetic,addition
MA3,613,0,MA,arithmetic,addition
MA3,366,0,MA,arithmetic,addition
MA3,556,0,MA,arithmetic,addition
MA3,440,0,MA,arithmetic,addition
MA3,534,0,MA,arithmetic,addition
MA3,362,0,MA,arithmetic,addition
MA3,450,0,MA,arithmetic,addition
MA3,49,0,MA,arithmetic,addition
MA3,443,0,MA,arithmetic,addition
MA3,540,0,MA,arithmetic,addition
MA3,578,0,MA,arithmetic,addition
MA3,551,0,MA,arithmetic,addition
MA3,207,0,MA,arithmetic,addition
MA3,644,0,MA,arithmetic,addition
MA3,248,0,MA,arithmetic,addition
MA3,179,0,MA,arithmetic,addition
MA3,295,0,MA,arithmetic,addition
MA3,56,0,MA,arithmetic,addition
MA3,267,0,MA,arithmetic,addition
MA3,185,0,MA,arithmetic,addition
MA3,600,0,MA,arithmetic,addition
MA3,568,0,MA,arithmetic,addition
MA3,271,0,MA,arithmetic,addition
MA3,102,0,MA,arithmetic,addition
MA3,41,0,MA,arithmetic,addition
MA3,205,0,MA,arithmetic,addition
MA3,91,0,MA,arithmetic,addition
MA3,554,0,MA,arithmetic,addition
MA3,367,0,MA,arithmetic,addition
MA3,280,0,MA,arithmetic,addition
MA3,83,0,MA,arithmetic,addition
MA3,601,0,MA,arithmetic,addition
MA3,616,0,MA,arithmetic,addition
MA3,654,0,MA,arithmetic,addition
MA3,190,0,MA,arithmetic,addition
MA3,284,0,MA,arithmetic,addition
MA3,339,0,MA,arithmetic,addition
MA3,389,0,MA,arithmetic,addition
MA3,585,0,MA,arithmetic,addition
MA3,234,0,MA,arithmetic,addition
MA3,246,0,MA,arithmetic,addition
MA3,359,0,MA,arithmetic,addition
MA3,382,0,MA,arithmetic,addition
MA3,546,0,MA,arithmetic,addition
MA3,582,0,MA,arithmetic,addition
MA3,418,0,MA,arithmetic,addition
MA3,18,0,MA,arithmetic,addition
MA3,75,0,MA,arithmetic,addition
MA3,365,0,MA,arithmetic,addition
MA3,478,0,MA,arithmetic,addition
MA3,449,0,MA,arithmetic,addition
MA3,27,0,MA,arithmetic,addition
MA3,10,0,MA,arithmetic,addition
MA3,658,0,MA,arithmetic,addition
MA3,329,0,MA,arithmetic,addition
MA3,52,0,MA,arithmetic,addition
MA3,610,0,MA,arithmetic,addition
MA3,123,0,MA,arithmetic,addition
MA3,636,0,MA,arithmetic,addition
MA3,620,0,MA,arithmetic,addition
MA3,110,0,MA,arithmetic,addition
MA3,453,0,MA,arithmetic,addition
MA3,430,0,MA,arithmetic,addition
MA3,439,0,MA,arithmetic,addition
MA3,661,0,MA,arithmetic,addition
MA3,252,0,MA,arithmetic,addition
MA3,338,0,MA,arithmetic,addition
MA3,112,0,MA,arithmetic,addition
MA3,652,0,MA,arithmetic,addition
MA3,298,0,MA,arithmetic,addition
MA3,584,0,MA,arithmetic,addition
MA3,206,0,MA,arithmetic,addition
MA3,539,0,MA,arithmetic,addition
MA3,464,0,MA,arithmetic,addition
MA3,261,0,MA,arithmetic,addition
MA3,192,0,MA,arithmetic,addition
MA3,477,0,MA,arithmetic,addition
MA3,291,0,MA,arithmetic,addition
MA3,526,0,MA,arithmetic,addition
MA3,289,0,MA,arithmetic,addition
MA3,322,0,MA,arithmetic,addition
MA3,385,0,MA,arithmetic,addition
MA3,496,0,MA,arithmetic,addition
MA3,197,0,MA,arithmetic,addition
MA3,154,0,MA,arithmetic,addition
MA3,37,0,MA,arithmetic,addition
MA3,573,0,MA,arithmetic,addition
MA3,232,0,MA,arithmetic,addition
MA3,564,0,MA,arithmetic,addition
MA3,404,0,MA,arithmetic,addition
MA3,39,0,MA,arithmetic,addition
MA3,277,0,MA,arithmetic,addition
MA3,202,0,MA,arithmetic,addition
MA3,396,0,MA,arithmetic,addition
MA3,168,0,MA,arithmetic,addition
MA3,212,0,MA,arithmetic,addition
MA3,488,0,MA,arithmetic,addition
MA3,618,0,MA,arithmetic,addition
MA3,335,0,MA,arithmetic,addition
MA3,387,0,MA,arithmetic,addition
MA3,229,0,MA,arithmetic,addition
MA3,200,0,MA,arithmetic,addition
MA3,520,0,MA,arithmetic,addition
MA3,80,0,MA,arithmetic,addition
MA3,133,0,MA,arithmetic,addition
MA3,334,0,MA,arithmetic,addition
MA3,17,0,MA,arithmetic,addition
MA3,231,0,MA,arithmetic,addition
MA3,157,0,MA,arithmetic,addition
MA3,427,0,MA,arithmetic,addition
MA3,576,0,MA,arithmetic,addition
MA3,405,0,MA,arithmetic,addition
MA3,517,0,MA,arithmetic,addition
MA3,278,0,MA,arithmetic,addition
MA3,131,0,MA,arithmetic,addition
MA3,273,0,MA,arithmetic,addition
MA3,606,0,MA,arithmetic,addition
MA3,581,0,MA,arithmetic,addition
MA3,657,0,MA,arithmetic,addition
MA3,553,0,MA,arithmetic,addition
MA3,316,0,MA,arithmetic,addition
MA3,111,0,MA,arithmetic,addition
MA3,36,0,MA,arithmetic,addition
MA3,626,0,MA,arithmetic,addition
MA3,14,0,MA,arithmetic,addition
MA3,437,0,MA,arithmetic,addition
MA3,392,0,MA,arithmetic,addition
MA3,58,0,MA,arithmetic,addition
MA3,571,0,MA,arithmetic,addition
MA3,591,0,MA,arithmetic,addition
MA3,563,0,MA,arithmetic,addition
MA3,155,0,MA,arithmetic,addition
MA3,545,0,MA,arithmetic,addition
MA3,64,0,MA,arithmetic,addition
MA3,96,0,MA,arithmetic,addition
MA3,6,0,MA,arithmetic,addition
MA3,381,0,MA,arithmetic,addition
MA3,299,0,MA,arithmetic,addition
MA3,204,0,MA,arithmetic,addition
MA3,272,0,MA,arithmetic,addition
MA3,431,0,MA,arithmetic,addition
MA3,31,0,MA,arithmetic,addition
MA3,492,0,MA,arithmetic,addition
MA3,407,0,MA,arithmetic,addition
MA4,343,0,MA,arithmetic,addition
MA4,310,0,MA,arithmetic,addition
MA4,388,0,MA,arithmetic,addition
MA4,525,0,MA,arithmetic,addition
MA4,377,0,MA,arithmetic,addition
MA4,86,0,MA,arithmetic,addition
MA4,456,0,MA,arithmetic,addition
MA4,223,0,MA,arithmetic,addition
MA4,457,0,MA,arithmetic,addition
MA4,449,0,MA,arithmetic,addition
MA4,212,0,MA,arithmetic,addition
MA4,477,0,MA,arithmetic,addition
MA4,338,0,MA,arithmetic,addition
MA4,495,0,MA,arithmetic,addition
MA4,234,0,MA,arithmetic,addition
