"resp","rt","item","elo","id"
0,8.383,Y27,-0.73030175414749976,256
0,9.8,Y13,-0.73030175414749976,256
0,13.667,Y40,-0.73030175414749976,256
0,25.7,Y20,-0.73030175414749976,256
0,15.033,Y16,-0.73030175414749976,256
0,30,Y9,-0.73030175414749976,256
0,30,Y20,-1.0298049705710566,1
0,21.417,Y17,-1.0298049705710566,1
0,30,Y9,-1.0298049705710566,1
0,30,Y30,-1.0298049705710566,1
0,15.5,Y10,-1.0298049705710566,1
0,30,Y14,-1.0298049705710566,1
0,30,Y15,-1.0298049705710566,1
0,22.6,Y19,-1.0298049705710566,1
0,16.417,Y36,-1.0298049705710566,1
0,29.233,Y40,-1.0298049705710566,1
0,30,Y34,-1.0298049705710566,1
0,15.933,Y16,-1.0298049705710566,1
0,30,Y25,-1.0298049705710566,1
0,8.683,Y27,-1.0298049705710566,1
0,12.067,Y24,-1.0298049705710566,1
0,30,Y39,-1.0298049705710566,1
0,11.583,Y29,-1.0298049705710566,1
0,20.25,Y12,-1.0298049705710566,1
0,30,Y8,-1.0298049705710566,1
0,30,Y7,-1.0298049705710566,1
0,30,Y38,-1.0298049705710566,1
0,15.417,Y26,-1.0298049705710566,1
0,21.983,Y13,-1.0298049705710566,1
0,27.083,Y23,-1.0298049705710566,1
0,12.983,Y28,-1.0298049705710566,1
0,30,Y6,-1.0298049705710566,1
0,11.117,Y37,-1.0298049705710566,1
0,12.183,Y18,-1.0298049705710566,1
0,8.233,Y22,-1.0298049705710566,1
0,30,Y11,-1.0298049705710566,1
0,30,Y18,0.798557687828563,257
0,20.767,Y17,0.798557687828563,257
0,14.217,Y20,0.798557687828563,257
0,13.617,Y37,0.798557687828563,257
0,30,Y30,0.798557687828563,257
0,30,Y12,0.798557687828563,257
0,17.35,Y24,0.798557687828563,257
0,17.817,Y39,0.798557687828563,257
0,30,Y19,0.798557687828563,257
0,18.733,Y38,0.798557687828563,257
0,29,Y25,0.798557687828563,257
0,25.95,Y28,0.798557687828563,257
0,8.883,Y29,0.798557687828563,257
0,30,Y13,0.798557687828563,257
0,27.983,Y26,0.798557687828563,257
0,16.567,Y36,0.798557687828563,257
0,10.767,Y15,0.798557687828563,257
0,8.317,Y10,0.798557687828563,257
0,19.883,Y11,0.798557687828563,257
0,18.933,Y27,0.798557687828563,257
0,30,Y9,0.798557687828563,257
0,30,Y16,0.798557687828563,257
0,9.367,Y36,-0.3367684581491055,2
0,21.75,Y14,-0.3367684581491055,2
0,30,Y26,-0.3367684581491055,2
0,30,Y30,-0.3367684581491055,2
0,16.867,Y39,-0.3367684581491055,2
0,20.8,Y25,-0.3367684581491055,2
0,18.383,Y11,-0.3367684581491055,2
0,23.167,Y38,-0.3367684581491055,2
0,18.1,Y29,-0.3367684581491055,2
0,30,Y9,-0.3367684581491055,2
0,28.2,Y19,-0.3367684581491055,2
0,9.35,Y22,-0.3367684581491055,2
0,15.967,Y27,-0.3367684581491055,2
0,14.833,Y12,-0.3367684581491055,2
0,12.45,Y8,-0.3367684581491055,2
0,27.533,Y35,-0.3367684581491055,2
0,16.267,Y24,-0.3367684581491055,2
0,17.583,Y40,-0.3367684581491055,2
0,14.767,Y10,-0.3367684581491055,2
0,24.083,Y16,-0.3367684581491055,2
0,30,Y37,-0.3367684581491055,2
0,25.733,Y15,-0.3367684581491055,2
0,14.733,Y25,0.73587096811200459,258
0,7.583,Y15,0.73587096811200459,258
0,5.867,Y22,0.73587096811200459,258
0,30,Y39,0.73587096811200459,258
0,15.167,Y36,0.73587096811200459,258
0,28.783,Y12,0.73587096811200459,258
0,19.8,Y27,0.73587096811200459,258
0,6.15,Y24,0.73587096811200459,258
0,30,Y17,0.73587096811200459,258
0,3.167,Y33,0.73587096811200459,258
0,23.683,Y30,0.73587096811200459,258
0,7.617,Y26,0.73587096811200459,258
0,14.767,Y29,0.73587096811200459,258
0,30,Y36,-0.047713028344975185,3
0,10.45,Y29,-0.047713028344975185,3
0,19.733,Y16,-0.047713028344975185,3
0,27,Y13,-0.047713028344975185,3
0,6.383,Y18,-0.047713028344975185,3
0,29.167,Y15,-0.047713028344975185,3
0,6.667,Y39,-0.047713028344975185,3
0,7.067,Y22,-0.047713028344975185,3
0,28.2,Y24,-0.047713028344975185,3
0,18.967,Y9,-0.047713028344975185,3
0,18.367,Y30,-0.047713028344975185,3
0,14.917,Y23,-0.047713028344975185,3
0,27.133,Y19,-0.047713028344975185,3
0,30,Y13,0.77766211458971013,259
0,9.383,Y15,0.77766211458971013,259
0,20.583,Y20,0.77766211458971013,259
0,4.583,Y7,0.77766211458971013,259
0,27.517,Y27,0.77766211458971013,259
0,7.867,Y29,0.77766211458971013,259
0,12.4,Y40,0.77766211458971013,259
0,23.95,Y17,0.77766211458971013,259
0,11.433,Y39,0.77766211458971013,259
0,30,Y14,0.77766211458971013,259
0,11,Y28,0.77766211458971013,259
0,23.933,Y30,0.77766211458971013,259
0,27.667,Y19,0.77766211458971013,259
0,3.683,Y37,0.77766211458971013,259
0,4.9,Y23,0.77766211458971013,259
0,3.367,Y22,0.77766211458971013,259
0,14.633,Y24,0.77766211458971013,259
0,30,Y13,-0.85915778912042529,4
0,30,Y37,-0.85915778912042529,4
0,30,Y12,-0.85915778912042529,4
0,21.7,Y36,-0.85915778912042529,4
0,12.6,Y4,-0.85915778912042529,4
0,15.283,Y16,-0.85915778912042529,4
0,3.467,Y20,-0.85915778912042529,4
0,26.367,Y25,-0.85915778912042529,4
0,7.283,Y18,-0.85915778912042529,4
0,26.733,Y19,-0.85915778912042529,4
0,28.85,Y17,-0.85915778912042529,4
0,21.717,Y28,-0.85915778912042529,4
0,30,Y15,-0.85915778912042529,4
0,26.867,Y26,-0.85915778912042529,4
0,19.483,Y29,-0.85915778912042529,4
0,3.25,Y38,-0.85915778912042529,4
0,30,Y9,-0.85915778912042529,4
0,26.45,Y30,-0.85915778912042529,4
0,25.717,Y40,-0.85915778912042529,4
0,28.583,Y27,-0.85915778912042529,4
0,13.617,Y24,-0.70592358536883815,5
0,17.333,Y20,-0.70592358536883815,5
0,6.817,Y18,-0.70592358536883815,5
0,10.467,Y38,-0.70592358536883815,5
0,23.667,Y25,-0.70592358536883815,5
0,23.8,Y40,-0.70592358536883815,5
0,30,Y12,-0.70592358536883815,5
0,19.717,Y36,-0.70592358536883815,5
0,13.583,Y39,-0.70592358536883815,5
0,19.65,Y15,-0.70592358536883815,5
0,11.183,Y28,-0.70592358536883815,5
0,18.85,Y23,-0.70592358536883815,5
0,20.017,Y14,-0.70592358536883815,5
0,14.6,Y8,-0.70592358536883815,5
0,24.8,Y19,-0.70592358536883815,5
0,30,Y6,-0.70592358536883815,5
0,8.067,Y27,-0.70592358536883815,5
0,16.483,Y29,-0.70592358536883815,5
0,17.7,Y13,-0.70592358536883815,5
0,13.783,Y17,-0.70592358536883815,5
0,23.633,Y22,-0.70592358536883815,5
0,8.15,Y26,-0.70592358536883815,5
0,10.317,Y16,-0.70592358536883815,5
0,25.817,Y9,-0.70592358536883815,5
0,15.033,Y30,-0.70592358536883815,5
0,12.933,Y34,-0.70592358536883815,5
0,17.017,Y19,-1.2770692538974813,6
0,6.617,Y39,-1.2770692538974813,6
0,10.817,Y22,-1.2770692538974813,6
0,25.117,Y15,-1.2770692538974813,6
0,11.55,Y40,-1.2770692538974813,6
0,10.917,Y27,-1.2770692538974813,6
0,15.55,Y20,-1.2770692538974813,6
0,30,Y12,-1.2770692538974813,6
0,3.45,Y17,-1.2770692538974813,6
0,11.383,Y26,-1.2770692538974813,6
0,27.5,Y30,-1.2770692538974813,6
0,19.833,Y24,-1.2770692538974813,6
0,27.333,Y16,-1.2770692538974813,6
0,8.9,Y29,-1.2770692538974813,6
0,9.583,Y37,-1.2770692538974813,6
0,14.283,Y28,-1.2770692538974813,6
0,5.983,Y18,-1.2770692538974813,6
0,4.183,Y38,-1.2770692538974813,6
0,16.083,Y34,-1.2770692538974813,6
0,29.533,Y25,-1.2770692538974813,6
0,9.917,Y36,-1.2770692538974813,6
0,5.317,Y4,-1.2770692538974813,6
0,19.25,Y35,-0.6362716745726622,7
0,17.717,Y19,-0.6362716745726622,7
0,18.333,Y13,-0.6362716745726622,7
0,13.2,Y26,-0.6362716745726622,7
0,9.583,Y18,-0.6362716745726622,7
0,30,Y9,-0.6362716745726622,7
0,23.167,Y8,-0.6362716745726622,7
0,17.533,Y25,-0.6362716745726622,7
0,8.717,Y24,-0.6362716745726622,7
0,13.133,Y14,-0.6362716745726622,7
0,15.95,Y28,-0.6362716745726622,7
0,16.533,Y7,-0.6362716745726622,7
0,16.5,Y27,-0.6362716745726622,7
0,27.217,Y37,-0.6362716745726622,7
0,16.25,Y36,-0.6362716745726622,7
0,10.567,Y16,-0.6362716745726622,7
0,30,Y12,-0.6362716745726622,7
0,23.133,Y39,-0.6362716745726622,7
0,17.15,Y10,-0.6362716745726622,7
0,16.55,Y17,-0.6362716745726622,7
0,12.9,Y38,-0.6362716745726622,7
0,14.433,Y29,-0.6362716745726622,7
0,23.75,Y30,-0.6362716745726622,7
0,1.833,Y35,1.4602508403922347,8
0,10.433,Y24,1.4602508403922347,8
0,15.5,Y29,1.4602508403922347,8
0,13.983,Y27,1.4602508403922347,8
0,30,Y19,1.4602508403922347,8
0,30,Y30,1.4602508403922347,8
0,7.95,Y28,1.4602508403922347,8
0,20.667,Y16,1.4602508403922347,8
0,10.633,Y36,1.4602508403922347,8
0,4.783,Y37,1.4602508403922347,8
0,22.667,Y23,-0.23577318749465032,9
0,26.483,Y27,-0.23577318749465032,9
0,15,Y40,-0.23577318749465032,9
0,9.233,Y39,-0.23577318749465032,9
0,28.783,Y15,-0.23577318749465032,9
0,30,Y17,-0.23577318749465032,9
0,11.2,Y36,-0.23577318749465032,9
0,30,Y20,-0.23577318749465032,9
0,17.083,Y30,-0.23577318749465032,9
0,22.183,Y14,-0.23577318749465032,9
0,4.967,Y35,-0.23577318749465032,9
0,22.4,Y25,-0.23577318749465032,9
0,19.267,Y29,-0.23577318749465032,9
0,28.1,Y26,-0.23577318749465032,9
0,13.883,Y10,-0.23577318749465032,9
0,25.117,Y8,-0.23577318749465032,9
0,27.383,Y16,-0.23577318749465032,9
0,29.367,Y12,-0.23577318749465032,9
0,23.233,Y28,-0.23577318749465032,9
0,14.083,Y37,-0.23577318749465032,9
0,1.583,Y4,1.5194549645689843,10
0,1.4,Y40,1.5194549645689843,10
0,2.067,Y6,1.5194549645689843,10
0,3.633,Y27,1.5194549645689843,10
0,3.483,Y15,1.5194549645689843,10
0,4.467,Y20,1.5194549645689843,10
0,2.9,Y24,1.5194549645689843,10
0,4.883,Y19,1.5194549645689843,10
0,3.817,Y37,1.5194549645689843,10
0,3.283,Y18,1.5194549645689843,10
0,13.1,Y17,1.5194549645689843,10
0,3.75,Y38,1.5194549645689843,10
0,4.233,Y25,1.5194549645689843,10
0,1.267,Y32,1.5194549645689843,10
0,30,Y36,-0.030300050645931192,11
0,13.633,Y26,-0.030300050645931192,11
0,29.167,Y19,-0.030300050645931192,11
0,16.033,Y29,-0.030300050645931192,11
0,22.3,Y14,-0.030300050645931192,11
0,30,Y16,-0.030300050645931192,11
0,30,Y24,-0.030300050645931192,11
0,30,Y11,-0.030300050645931192,11
0,25.383,Y17,-0.030300050645931192,11
0,23.15,Y39,-0.030300050645931192,11
0,29.05,Y38,-0.030300050645931192,11
0,29.267,Y28,-0.030300050645931192,11
0,21.567,Y37,-0.030300050645931192,11
0,30,Y12,-0.030300050645931192,11
0,30,Y25,-0.030300050645931192,11
0,15.983,Y40,-0.030300050645931192,11
0,16.4,Y15,-0.030300050645931192,11
0,15.167,Y18,-0.030300050645931192,11
0,30,Y30,-0.030300050645931192,11
0,21.283,Y20,-0.030300050645931192,11
0,18.233,Y27,1.0075134202170908,12
0,4.667,Y37,1.0075134202170908,12
0,14.3,Y11,1.0075134202170908,12
0,17.6,Y20,1.0075134202170908,12
0,1.55,Y2,1.0075134202170908,12
0,3.267,Y18,1.0075134202170908,12
0,3.1,Y22,1.0075134202170908,12
0,21.267,Y19,1.0075134202170908,12
0,9.317,Y10,1.0075134202170908,12
0,7.083,Y14,1.0075134202170908,12
0,8.1,Y36,1.0075134202170908,12
0,26.117,Y16,0.42591996506902147,13
0,17.7,Y24,0.42591996506902147,13
0,10.667,Y30,0.42591996506902147,13
0,7.4,Y37,0.42591996506902147,13
0,19.833,Y36,0.42591996506902147,13
0,29.767,Y28,0.42591996506902147,13
0,16.6,Y23,0.42591996506902147,13
0,29.067,Y17,0.42591996506902147,13
0,20.583,Y18,0.42591996506902147,13
0,16.75,Y12,0.42591996506902147,13
0,22.167,Y26,0.42591996506902147,13
0,9.467,Y5,0.42591996506902147,13
0,11.2,Y29,0.42591996506902147,13
0,29.667,Y15,0.42591996506902147,13
0,7,Y8,0.42591996506902147,13
0,13.233,Y27,0.42591996506902147,13
0,18.317,Y20,0.19955125498144954,14
0,21.067,Y12,0.19955125498144954,14
0,11.583,Y38,0.19955125498144954,14
0,16.233,Y21,0.19955125498144954,14
0,22.683,Y37,0.19955125498144954,14
0,30,Y9,0.19955125498144954,14
0,12.083,Y30,0.19955125498144954,14
0,19.717,Y25,0.19955125498144954,14
0,21.017,Y39,0.19955125498144954,14
0,20.5,Y15,0.19955125498144954,14
0,8.9,Y22,0.19955125498144954,14
0,7.1,Y10,0.19955125498144954,14
0,24.983,Y13,0.19955125498144954,14
0,16.95,Y4,0.19955125498144954,14
0,17.8,Y24,0.19955125498144954,14
0,14.317,Y14,0.19955125498144954,14
0,17.883,Y17,0.19955125498144954,14
0,19.283,Y11,0.19955125498144954,14
0,11.767,Y29,0.19955125498144954,14
0,17.667,Y28,0.19955125498144954,14
0,10.617,Y18,0.19955125498144954,14
0,16.917,Y8,0.19955125498144954,14
0,15.383,Y35,0.19955125498144954,14
0,20.9,Y36,0.19955125498144954,14
0,10.667,Y26,0.19955125498144954,14
0,5.917,Y6,0.19955125498144954,14
0,10.85,Y27,0.19955125498144954,14
0,16.35,Y16,0.19955125498144954,14
0,21.867,Y19,0.19955125498144954,14
0,6.633,Y40,0,15
0,26.1,Y30,0,15
0,13.217,Y16,0,15
0,16.55,Y13,0,15
0,12.1,Y4,0,15
0,6.267,Y38,0,15
0,30,Y14,0,15
0,14.583,Y27,0,15
0,9.733,Y10,0,15
0,17.933,Y28,0,15
0,21.467,Y12,0,15
0,29.85,Y9,0,15
0,4.75,Y37,0,15
0,5.867,Y35,0,15
0,9.85,Y7,0,15
0,4.3,Y20,0,15
0,11.583,Y19,0,15
0,5.067,Y39,0,15
0,6.2,Y17,0,15
0,9.933,Y24,0,15
0,24.767,Y25,0,15
0,15.35,Y29,0,15
0,9.717,Y36,0,15
0,14.867,Y26,0,15
0,14.3,Y15,0,15
0,24.533,Y6,0,15
0,9.5,Y34,0,15
0,4.4,Y18,0,15
0,6.967,Y19,0.97617006035881171,16
0,7.683,Y40,0.97617006035881171,16
0,12.083,Y37,0.97617006035881171,16
0,2.217,Y3,0.97617006035881171,16
0,5.233,Y6,0.97617006035881171,16
0,6.333,Y24,0.97617006035881171,16
0,14.117,Y25,0.97617006035881171,16
0,21.583,Y11,0.97617006035881171,16
0,30,Y18,0.97617006035881171,16
0,17.333,Y16,0.97617006035881171,16
0,18.667,Y20,0.97617006035881171,16
0,16.883,Y15,0.97617006035881171,16
0,8.183,Y38,0.97617006035881171,16
0,9.783,Y39,0.97617006035881171,16
0,18.85,Y29,0.97617006035881171,16
0,3.867,Y22,0.97617006035881171,16
0,12.2,Y36,0.97617006035881171,16
0,30,Y30,0.97617006035881171,16
0,14.133,Y7,-1.2631388717382459,17
0,19.417,Y34,-1.2631388717382459,17
0,19.75,Y6,-1.2631388717382459,17
0,15.817,Y11,-1.2631388717382459,17
0,11.65,Y36,-1.2631388717382459,17
0,19.083,Y22,-1.2631388717382459,17
0,8,Y38,-1.2631388717382459,17
0,30,Y14,-1.2631388717382459,17
0,25.6,Y40,-1.2631388717382459,17
0,12.867,Y27,-1.2631388717382459,17
0,25.483,Y17,-1.2631388717382459,17
0,16.317,Y18,-1.2631388717382459,17
0,30,Y12,-1.2631388717382459,17
0,19.25,Y28,-1.2631388717382459,17
0,30,Y10,-1.2631388717382459,17
0,11.55,Y32,-1.2631388717382459,17
0,17.833,Y26,-1.2631388717382459,17
0,17.6,Y13,-1.2631388717382459,17
0,30,Y8,-1.2631388717382459,17
0,20.117,Y20,-1.2631388717382459,17
0,30,Y25,-1.2631388717382459,17
0,22.633,Y3,-1.2631388717382459,17
0,30,Y30,-1.2631388717382459,17
0,16.067,Y37,-1.2631388717382459,17
0,24.533,Y15,-1.2631388717382459,17
0,17.883,Y39,-1.2631388717382459,17
0,30,Y9,-1.2631388717382459,17
0,29.017,Y16,-1.2631388717382459,17
0,30,Y4,-1.2631388717382459,17
0,20.65,Y29,-1.2631388717382459,17
0,25.717,Y24,-1.2631388717382459,17
0,20.683,Y19,-1.2631388717382459,17
0,25.767,Y30,0.21348163714068474,18
0,12.833,Y35,0.21348163714068474,18
0,23.067,Y38,0.21348163714068474,18
0,13.767,Y18,0.21348163714068474,18
0,28.217,Y25,0.21348163714068474,18
0,29.25,Y39,0.21348163714068474,18
0,29.95,Y16,0.21348163714068474,18
0,30,Y19,0.21348163714068474,18
0,17.867,Y37,0.21348163714068474,18
0,30,Y40,0.21348163714068474,18
0,20.567,Y14,0.21348163714068474,18
0,29.117,Y12,0.21348163714068474,18
0,21.267,Y20,0.21348163714068474,18
0,20.15,Y10,0.21348163714068474,18
0,27.617,Y15,0.21348163714068474,18
0,19.65,Y26,0.21348163714068474,18
0,7.817,Y36,0.21348163714068474,18
0,28.85,Y9,0.21348163714068474,18
0,25.983,Y11,0.21348163714068474,18
0,29.983,Y27,0.21348163714068474,18
0,27.45,Y24,0.21348163714068474,18
0,26.05,Y29,0.21348163714068474,18
0,8.7,Y37,0.49208928032538862,19
0,17.35,Y18,0.49208928032538862,19
0,30,Y30,0.49208928032538862,19
0,11.667,Y20,0.49208928032538862,19
0,23.567,Y8,0.49208928032538862,19
0,10,Y26,0.49208928032538862,19
0,9.567,Y36,0.49208928032538862,19
0,21.367,Y19,0.49208928032538862,19
0,6.267,Y35,0.49208928032538862,19
0,23.25,Y9,0.49208928032538862,19
0,17.933,Y10,0.49208928032538862,19
0,30,Y14,0.49208928032538862,19
0,9.867,Y40,0.49208928032538862,19
0,10.783,Y39,0.49208928032538862,19
0,9.85,Y27,0.49208928032538862,19
0,30,Y12,0.49208928032538862,19
0,30,Y16,0.49208928032538862,19
0,5.017,Y22,0.49208928032538862,19
0,7.633,Y15,0.49208928032538862,19
0,20.983,Y26,-0.22184280533541514,20
0,29.467,Y6,-0.22184280533541514,20
0,19.483,Y23,-0.22184280533541514,20
0,12.85,Y37,-0.22184280533541514,20
0,15.767,Y38,-0.22184280533541514,20
0,26,Y14,-0.22184280533541514,20
0,12.667,Y10,-0.22184280533541514,20
0,26.683,Y18,-0.22184280533541514,20
0,23.9,Y25,-0.22184280533541514,20
0,18.883,Y11,-0.22184280533541514,20
0,30,Y7,-0.22184280533541514,20
0,21.083,Y20,-0.22184280533541514,20
0,26.083,Y30,-0.22184280533541514,20
0,26.483,Y28,-0.22184280533541514,20
0,14.183,Y12,-0.22184280533541514,20
0,27.2,Y16,-0.22184280533541514,20
0,13.05,Y33,-0.22184280533541514,20
0,26.333,Y39,-0.22184280533541514,20
0,11.483,Y13,-0.22184280533541514,20
0,30,Y29,-0.22184280533541514,20
0,13.65,Y24,-0.22184280533541514,20
0,29.833,Y19,-0.22184280533541514,20
0,17.183,Y32,-0.22184280533541514,20
0,27.05,Y15,-0.22184280533541514,20
0,30,Y27,-0.22184280533541514,20
0,3.1,Y36,-0.97408344193411567,21
0,8.283,Y28,-0.97408344193411567,21
0,17.85,Y27,-0.97408344193411567,21
0,5.767,Y19,-0.97408344193411567,21
0,23.25,Y16,-0.97408344193411567,21
0,6.383,Y14,-0.97408344193411567,21
0,4.683,Y5,-0.97408344193411567,21
0,14.933,Y6,-0.97408344193411567,21
0,3.083,Y40,-0.97408344193411567,21
0,3.7,Y35,-0.97408344193411567,21
0,4.633,Y10,-0.97408344193411567,21
0,15.7,Y25,-0.97408344193411567,21
0,3.433,Y39,-0.97408344193411567,21
0,5.867,Y34,-0.97408344193411567,21
0,28.633,Y24,-0.97408344193411567,21
0,10.767,Y8,-0.97408344193411567,21
0,19.583,Y7,-0.97408344193411567,21
0,2.9,Y18,-0.97408344193411567,21
0,29.45,Y12,-0.97408344193411567,21
0,5.233,Y4,-0.97408344193411567,21
0,7.067,Y13,-0.97408344193411567,21
0,8.6,Y20,-0.97408344193411567,21
0,24.417,Y30,-0.97408344193411567,21
0,3.833,Y26,-0.97408344193411567,21
0,2.517,Y9,-0.97408344193411567,21
0,25.633,Y15,-0.97408344193411567,21
0,4.833,Y37,-0.97408344193411567,21
0,3.433,Y29,-0.97408344193411567,21
0,1.75,Y2,-0.97408344193411567,21
0,30,Y15,1.3035340411008387,22
0,26.3,Y30,1.3035340411008387,22
0,27.25,Y12,1.3035340411008387,22
0,10.1,Y8,1.3035340411008387,22
0,28.483,Y19,1.3035340411008387,22
0,27,Y29,1.3035340411008387,22
0,12.883,Y36,1.3035340411008387,22
0,27.867,Y40,1.3035340411008387,22
0,28.767,Y39,1.3035340411008387,22
0,24.183,Y18,1.3035340411008387,22
0,26.3,Y25,1.3035340411008387,22
0,27.667,Y28,1.3035340411008387,22
0,30,Y37,1.3035340411008387,22
0,22.667,Y26,1.3035340411008387,22
0,27.467,Y24,1.3035340411008387,22
0,25.833,Y17,1.3035340411008387,22
0,10.467,Y14,-1.5730898747812292,23
0,29.367,Y18,-1.5730898747812292,23
0,16.3,Y10,-1.5730898747812292,23
0,30,Y30,-1.5730898747812292,23
0,20.367,Y15,-1.5730898747812292,23
0,16.417,Y38,-1.5730898747812292,23
0,21.8,Y23,-1.5730898747812292,23
0,5.333,Y35,-1.5730898747812292,23
0,17.233,Y13,-1.5730898747812292,23
0,13.667,Y27,-1.5730898747812292,23
0,17.717,Y6,-1.5730898747812292,23
0,17.917,Y8,-1.5730898747812292,23
0,12.583,Y26,-1.5730898747812292,23
0,22.167,Y25,-1.5730898747812292,23
0,16.833,Y28,-1.5730898747812292,23
0,16.967,Y34,-1.5730898747812292,23
0,18.967,Y4,-1.5730898747812292,23
0,6.067,Y20,-1.5730898747812292,23
0,7.983,Y36,-1.5730898747812292,23
0,19.05,Y39,-1.5730898747812292,23
0,12.933,Y17,-1.5730898747812292,23
0,7.417,Y37,-1.5730898747812292,23
0,9.767,Y22,-1.5730898747812292,23
0,12.767,Y7,-1.5730898747812292,23
